language,y_true,y_pred
C,2096.0,128.0
C,1664.0,1730.0
C,2100.0,128.0
C,1692.0,1734.0
C,128.0,128.0
C,128.0,128.0
C,1732.0,1712.0
C,524.0,542.0
C,384.0,192.0
C,584.0,1640.0
C,2044.0,2050.0
C,2624.0,1468.0
C,384.0,256.0
C,128.0,128.0
C,128.0,128.0
C,2108.0,2108.0
C,2052.0,2038.0
C,128.0,128.0
C,1652.0,842.0
C,1732.0,1678.0
C,2108.0,2092.0
Ruby,1788.0,1788.0
Ruby,1788.0,1788.0
Ruby,1788.0,5150.0
Ruby,1916.0,7394.0
Ruby,6860.0,4330.0
Ruby,1788.0,2544.0
Ruby,2300.0,6222.0
Ruby,1788.0,1788.0
Ruby,10920.0,9518.0
Ruby,1916.0,13776.0
Ruby,8692.0,6972.0
Ruby,8632.0,7338.0
Ruby,2044.0,5242.0
Ruby,1788.0,2104.0
Ruby,1916.0,1788.0
Ruby,19072.0,1988.0
Ruby,21368.0,15958.0
Ruby,6096.0,6908.0
Ruby,2300.0,16646.0
Ruby,14140.0,6420.0
Ruby,9804.0,3710.0
Ruby,1788.0,1788.0
Ruby,12668.0,12972.0
Ruby,8984.0,6878.0
Ruby,6088.0,1916.0
C#,15700.0,18576.0
C#,13268.0,13262.0
C#,37020.0,17424.0
C#,9360.0,12116.0
C#,13140.0,14316.0
C#,15840.0,13285.999999999998
C#,9152.0,13616.0
C#,34908.0,19376.0
C#,17864.0,13140.0
C#,11092.0,15378.0
C#,13140.0,12268.0
C#,13140.0,15918.0
C#,13268.0,13590.0
C#,27376.0,15530.0
C#,16764.0,9156.0
C#,13396.0,13682.0
C#,12768.0,29898.0
C#,27924.0,12106.0
C#,13140.0,22908.0
C#,176740.0,14900.0
C#,11092.0,13140.0
C#,55968.0,13274.0
C#,11092.0,13140.0
C#,13280.0,22738.0
C#,27564.0,20502.0
Rust,4352.0,4352.0
Rust,5156.0,4352.0
Rust,4352.0,12350.0
Rust,7684.0,8438.0
Rust,9088.0,8594.0
Rust,2800.0,6438.0
Rust,11164.0,12054.0
Rust,2140.0,2124.0
Rust,2088.0,2138.0
Rust,4352.0,4352.0
Rust,4352.0,4352.0
Rust,4120.0,20744.0
Rust,12668.0,11434.0
Rust,2164.0,2154.0
Rust,4352.0,15914.0
Rust,16120.0,8574.0
Rust,4352.0,7705.999999999999
Rust,11700.0,6190.0
Rust,4352.0,4352.0
Rust,4352.0,10974.0
Rust,2132.0,2140.0
Rust,53340.0,10010.0
Rust,36852.0,9878.0
Rust,8828.0,10088.0
Rust,4352.0,4352.0
Go,512.0,640.0
Go,1144.0,1152.0
Go,7464.0,6112.0
Go,640.0,1772.0
Go,512.0,576.0
Go,2432.0,1774.0
Go,1772.0,1268.0
Go,6528.0,24802.0
Go,1784.0,1786.0
Go,51712.0,4532.0
Go,10928.0,9790.0
Go,1756.0,512.0
Go,640.0,1888.0
Go,512.0,512.0
Go,6720.0,7982.0
Go,1792.0,2412.0
Go,896.0,6212.0
Go,1788.0,3120.0
Go,640.0,2160.0
Go,512.0,512.0
Go,5504.0,1198.0
Go,640.0,1408.0
Go,1092.0,1304.0
Go,4236.0,12342.0
Go,512.0,512.0
Haskell,32800.0,27132.0
Haskell,3784.0,508.0
Haskell,380.0,508.0
Haskell,508.0,828.0
Haskell,165244.0,5300.0
Haskell,380.0,446.0
Haskell,508.0,1780.0
Haskell,4372.0,4218.0
Haskell,4212.0,3872.0
Haskell,5296.0,21720.0
Haskell,133824.0,4464.0
Haskell,41852.0,2700.0
Haskell,508.0,508.0
Haskell,4220.0,18180.0
Haskell,508.0,508.0
Haskell,2940.0,4144.0
Haskell,9240.0,8560.0
Haskell,380.0,2070.0
Haskell,380.0,1020.0
Haskell,892.0,2340.0
Haskell,4000.0,766.0
Haskell,3492.0,3674.0
Haskell,7280.0,508.0
Haskell,7168.0,8236.0
Haskell,1020.0,2172.0
Kotlin,37928.0,35838.0
Kotlin,33664.0,33972.0
Kotlin,37992.0,34220.0
Kotlin,33568.0,35076.0
Kotlin,37876.0,37260.0
Kotlin,691256.0,62148.0
Kotlin,37868.0,37782.0
Kotlin,37900.0,36022.0
Kotlin,31800.0,31784.0
Kotlin,36344.0,37076.0
Kotlin,37692.0,36568.0
Kotlin,31260.0,37214.0
Kotlin,29724.0,52944.0
Kotlin,37876.0,36512.0
Kotlin,62504.0,67510.0
Kotlin,57504.0,34532.0
Kotlin,31392.0,37314.0
Kotlin,39636.0,37760.0
Kotlin,35980.0,36444.0
Kotlin,31392.0,41754.0
Kotlin,37876.0,36932.0
Kotlin,37872.0,36528.0
Kotlin,38372.0,42028.0
Kotlin,77452.0,65330.0
Kotlin,36476.0,35024.0
JavaScript,19784.0,8962.0
JavaScript,7372.0,10462.0
JavaScript,140164.0,22872.0
JavaScript,7500.0,25818.0
JavaScript,7884.0,28494.0
JavaScript,22612.0,15692.0
JavaScript,30476.0,29522.0
JavaScript,9420.0,7372.0
JavaScript,11036.0,10906.0
JavaScript,7756.0,17754.0
JavaScript,21064.0,14219.999999999998
JavaScript,8648.0,15855.999999999998
JavaScript,21064.0,7572.0
JavaScript,7372.0,15232.000000000002
JavaScript,7372.0,25260.0
JavaScript,7640.0,11530.0
JavaScript,7372.0,21080.0
JavaScript,29556.0,7380.0
JavaScript,33400.0,20326.0
JavaScript,27824.0,18942.0
JavaScript,34932.0,15024.0
JavaScript,7500.0,21242.0
JavaScript,7904.0,12612.0
JavaScript,7748.0,19884.0
JavaScript,29696.0,7378.0
PHP,4604.0,4668.0
PHP,16128.0,4666.0
PHP,6576.0,6394.0
PHP,4856.0,4730.0
PHP,18932.0,13644.0
PHP,5112.0,4728.0
PHP,6540.0,4604.0
PHP,3828.0,4738.0
PHP,38100.0,16022.0
PHP,14840.0,15654.0
PHP,4728.0,4604.0
PHP,4728.0,10160.0
PHP,15520.0,9224.0
PHP,4604.0,4328.0
PHP,3700.0,4784.0
PHP,3828.0,5894.0
PHP,4728.0,15460.0
PHP,3700.0,4792.0
PHP,4604.0,16260.0
PHP,4604.0,4280.0
PHP,4732.0,4728.0
PHP,15988.0,7088.0
PHP,3700.0,6908.0
PHP,16168.0,10444.0
PHP,43764.0,20608.0
D,256.0,256.0
D,3876.0,3300.0
D,2744.0,3396.0
D,11964.0,7720.000000000001
D,3952.0,8174.0
D,25552.0,33444.0
D,256.0,3502.0
D,256.0,256.0
D,14580.0,21141.999999999996
D,256.0,256.0
D,380.0,4144.0
D,256.0,256.0
D,256.0,256.0
D,1060.0,1096.0
D,2652.0,256.0
D,12872.0,256.0
D,2712.0,256.0
D,4348.0,6682.0
D,3004.0,2456.0
D,256.0,3518.0
D,25740.0,4070.0
D,256.0,22002.0
D,8064.0,23548.0
D,256.0,3664.0
D,3672.0,256.0
Scala,25540.0,42704.0
Scala,27348.0,25548.0
Scala,25632.0,41494.0
Scala,25544.0,26620.0
Scala,49396.0,55126.0
Scala,43648.0,38586.0
Scala,52560.0,91628.0
Scala,25532.0,25510.0
Scala,44076.0,37780.0
Scala,47528.0,142920.0
Scala,43892.0,48088.0
Scala,37800.0,49278.00000000001
Scala,55332.0,39838.0
Scala,25540.0,25844.0
Scala,27316.0,36444.0
Scala,29436.0,54358.0
Scala,25540.0,45126.0
Scala,43836.0,27650.0
Scala,55304.0,42010.0
Scala,25544.0,37058.0
Scala,117616.0,46858.0
Scala,44996.0,43752.0
Scala,43620.0,25500.0
Scala,64276.0,45360.0
Scala,25412.0,25546.0
OCaml,384.0,2408.0
OCaml,384.0,5880.0
OCaml,5100.0,3584.0
OCaml,4984.0,21048.0
OCaml,3812.0,1372.0
OCaml,384.0,2488.0
OCaml,384.0,384.0
OCaml,6696.0,3666.0
OCaml,384.0,2372.0
OCaml,384.0,3508.0
OCaml,3784.0,384.0
OCaml,6272.0,6466.0
OCaml,2188.0,7812.0
OCaml,384.0,384.0
OCaml,7808.0,3102.0
OCaml,17732.0,4466.0
OCaml,16256.0,4516.0
OCaml,4616.0,9126.0
OCaml,2448.0,512.0
OCaml,384.0,2398.0
OCaml,512.0,3762.0
OCaml,3740.0,2212.0
OCaml,384.0,3732.0
OCaml,4396.0,3374.0
OCaml,5120.0,576.0
Perl,896.0,3254.0
Perl,51352.0,9032.0
Perl,512.0,767.6600000000001
Perl,71256.0,28630.0
Perl,6756.0,13696.0
Perl,384.0,1596.0
Perl,1280.0,27958.0
Perl,38028.0,61516.0
Perl,640.0,1280.0
Perl,640.0,4988.0
Perl,512.0,576.0
Perl,125056.0,67818.0
Perl,640.0,576.0
Perl,512.0,2110.0
Perl,512.0,576.0
Perl,4664.0,766.0
Perl,512.0,665.0
Perl,60536.0,92495.0
Perl,640.0,576.0
Perl,80364.0,41224.0
Perl,50296.0,47764.0
Perl,384.0,708.0
Perl,516656.0,35546.0
Perl,63480.0,2694.0
Perl,512.0,576.0
Fortran,256.0,1894.0
Fortran,8064.0,2602.0
Fortran,640.0,2982.0
Fortran,256.0,1668.0
Fortran,640.0,320.0
Fortran,5216.0,1708.0
Fortran,2876.0,2748.0
Fortran,512.0,384.0
Fortran,2800.0,2034.0
Fortran,62848.0,2512.0
Fortran,768.0,702.0
Fortran,2820.0,886.0
Fortran,2832.0,768.0
Fortran,1024.0,744.0
Fortran,3200.0,1022.0
Fortran,256.0,640.0
Fortran,384.0,638.0
Fortran,512.0,256.0
Fortran,256.0,256.0
Fortran,32848.0,7636.0
Fortran,256.0,384.0
Fortran,640.0,832.0
Fortran,2808.0,728.0
Fortran,256.0,256.0
Fortran,768.0,256.0
